Coleophora pyrrhulipennella,Coleophoridae,,Coleophora,pyrrhulipennella
Coleophora serpylletorum,Coleophoridae,,Coleophora,serpylletorum
Coleophora vibicigerella,Coleophoridae,,Coleophora,vibicigerella
Coleophora conspicuella,Coleophoridae,,Coleophora,conspicuella
Coleophora vibicella,Coleophoridae,,Coleophora,vibicella
Coleophora ochrea,Coleophoridae,,Coleophora,ochrea
Coleophora lixella,Coleophoridae,,Coleophora,lixella
Coleophora tricolor,Coleophoridae,,Coleophora,tricolor
Coleophora albicosta,Coleophoridae,,Coleophora,albicosta
Coleophora vulnerariae,Coleophoridae,,Coleophora,vulnerariae
Coleophora pennella,Coleophoridae,,Coleophora,pennella
Larch Case-bearer,Coleophoridae,,Coleophora,laricella
Coleophora laricella,Coleophoridae,,Coleophora,laricella
Coleophora antennariella,Coleophoridae,,Coleophora,antennariella
Coleophora adjunctella,Coleophoridae,,Coleophora,adjunctella
Coleophora caespititiella,Coleophoridae,,Coleophora,caespititiella
Coleophora tamesis,Coleophoridae,,Coleophora,tamesis
Coleophora glaucicolella,Coleophoridae,,Coleophora,glaucicolella
Coleophora otidipennella,Coleophoridae,,Coleophora,otidipennella
Coleophora alticolella,Coleophoridae,,Coleophora,alticolella
Coleophora taeniipennella,Coleophoridae,,Coleophora,taeniipennella
Coleophora salinella,Coleophoridae,,Coleophora,salinella
Coleophora sylvaticella,Coleophoridae,,Coleophora,sylvaticella
Coleophora lassella,Coleophoridae,,Coleophora,lassella
Coleophora maritimella,Coleophoridae,,Coleophora,maritimella
Coleophora aestuariella,Coleophoridae,,Coleophora,aestuariella
Coleophora virgaureae,Coleophoridae,,Coleophora,virgaureae
Coleophora therinella,Coleophoridae,,Coleophora,therinella
Coleophora asteris,Coleophoridae,,Coleophora,asteris
Coleophora saxicolella,Coleophoridae,,Coleophora,saxicolella
Coleophora sternipennella,Coleophoridae,,Coleophora,sternipennella
Coleophora squamosella,Coleophoridae,,Coleophora,squamosella
Coleophora versurella,Coleophoridae,,Coleophora,versurella
Coleophora vestianella,Coleophoridae,,Coleophora,vestianella
Coleophora atriplicis,Coleophoridae,,Coleophora,atriplicis
Coleophora pappiferella,Coleophoridae,,Coleophora,pappiferella
Coleophora artemisicolella,Coleophoridae,,Coleophora,artemisicolella
Coleophora deviella,Coleophoridae,,Coleophora,deviella
Coleophora galbulipennella,Coleophoridae,,Coleophora,galbulipennella
Coleophora peribenanderi,Coleophoridae,,Coleophora,peribenanderi
Coleophora ramosella,Coleophoridae,,Coleophora,ramosella
Coleophora trochilella,Coleophoridae,,Coleophora,trochilella
Coleophora gardesanella,Coleophoridae,,Coleophora,gardesanella
Coleophora linosyridella,Coleophoridae,,Coleophora,linosyridella
Coleophora inulae,Coleophoridae,,Coleophora,inulae
Coleophora striatipennella,Coleophoridae,,Coleophora,striatipennella
Coleophora solitariella,Coleophoridae,,Coleophora,solitariella
Coleophora albicans,Coleophoridae,,Coleophora,albicans
Coleophora argentula,Coleophoridae,,Coleophora,argentula
Coleophora follicularis,Coleophoridae,,Coleophora,follicularis
Coleophora adspersella,Coleophoridae,,Coleophora,adspersella
Coleophora nutantella,Coleophoridae,,Coleophora,nutantella
Coleophora paripennella,Coleophoridae,,Coleophora,paripennella
Coleophora clypeiferella,Coleophoridae,,Coleophora,clypeiferella
Coleophora salicorniae,Coleophoridae,,Coleophora,salicorniae
Coleophora wockeella,Coleophoridae,,Coleophora,wockeella
Perittia obscurepunctella,Elachistidae,,Perittia,obscurepunctella
Perittia farinella,Elachistidae,,Perittia,farinella
Stephensia brunnichella,Elachistidae,,Stephensia,brunnichella
Elachista argentella,Elachistidae,,Elachista,argentella
Elachista triatomea,Elachistidae,,Elachista,triatomea
Elachista collitella,Elachistidae,,Elachista,collitella
Elachista subocellea,Elachistidae,,Elachista,subocellea
Elachista triseriatella,Elachistidae,,Elachista,triseriatella
Elachista cahorsensis,Elachistidae,,Elachista,cahorsensis
Elachista bedellella,Elachistidae,,Elachista,bedellella
Elachista littoricola,Elachistidae,,Elachista,littoricola
Elachista obliquella,Elachistidae,,Elachista,obliquella
Elachista cingillella,Elachistidae,,Elachista,cingillella
Elachista unifasciella,Elachistidae,,Elachista,unifasciella
Elachista gangabella,Elachistidae,,Elachista,gangabella
Elachista subalbidella,Elachistidae,,Elachista,subalbidella
Elachista adscitella,Elachistidae,,Elachista,adscitella
Elachista bisulcella,Elachistidae,,Elachista,bisulcella
Elachista regificella,Elachistidae,,Elachista,regificella
Elachista geminatella,Elachistidae,,Elachista,geminatella
Elachista tengstromi,Elachistidae,,Elachista,tengstromi
Elachista gleichenella,Elachistidae,,Elachista,gleichenella
Elachista biatomella,Elachistidae,,Elachista,biatomella
Elachista poae,Elachistidae,,Elachista,poae
Elachista atricomella,Elachistidae,,Elachista,atricomella
Elachista kilmunella,Elachistidae,,Elachista,kilmunella
Elachista eskoi,Elachistidae,,Elachista,eskoi
Elachista alpinella,Elachistidae,,Elachista,alpinella
Elachista luticomella,Elachistidae,,Elachista,luticomella
Elachista albifrontella,Elachistidae,,Elachista,albifrontella
Elachista nobilella,Elachistidae,,Elachista,nobilella
Elachista apicipunctella,Elachistidae,,Elachista,apicipunctella
Elachista subnigrella,Elachistidae,,Elachista,subnigrella
Elachista orstadii,Elachistidae,,Elachista,orstadii
Elachista pomerana,Elachistidae,,Elachista,pomerana
Elachista humilis,Elachistidae,,Elachista,humilis
Elachista canapennella,Elachistidae,,Elachista,canapennella
Elachista rufocinerea,Elachistidae,,Elachista,rufocinerea
Elachista maculicerusella,Elachistidae,,Elachista,maculicerusella
Elachista trapeziella,Elachistidae,,Elachista,trapeziella
Elachista cinereopunctella,Elachistidae,,Elachista,cinereopunctella
Elachista serricornis,Elachistidae,,Elachista,serricornis
Elachista scirpi,Elachistidae,,Elachista,scirpi
Elachista eleochariella,Elachistidae,,Elachista,eleochariella
Elachista utonella,Elachistidae,,Elachista,utonella
Elachista albidella,Elachistidae,,Elachista,albidella
Elachista freyerella,Elachistidae,,Elachista,freyerella
Elachista consortella,Elachistidae,,Elachista,consortella
Elachista stabilella,Elachistidae,,Elachista,stabilella
Blastodacna hellerella,Parametriotidae,,Blastodacna,hellerella
Apple Pith Moth,Parametriotidae,,Blastodacna,atra
Blastodacna atra,Parametriotidae,,Blastodacna,atra
Spuleria flavicaput,Parametriotidae,,Spuleria,flavicaput
Dystebenna stephensi,Parametriotidae,,Dystebenna,stephensi
Chrysoclista linneella,Parametriotidae,,Chrysoclista,linneella
Chrysoclista lathamella,Parametriotidae,,Chrysoclista,lathamella
Mompha conturbatella,Momphidae,,Mompha,conturbatella
Mompha ochraceella,Momphidae,,Mompha,ochraceella
Mompha lacteella,Momphidae,,Mompha,lacteella
Mompha propinquella,Momphidae,,Mompha,propinquella
Mompha divisella,Momphidae,,Mompha,divisella
Mompha jurassicella,Momphidae,,Mompha,jurassicella
Mompha bradleyi,Momphidae,,Mompha,bradleyi
Mompha subbistrigella,Momphidae,,Mompha,subbistrigella
Mompha sturnipennella,Momphidae,,Mompha,sturnipennella
Mompha epilobiella,Momphidae,,Mompha,epilobiella
Mompha langiella,Momphidae,,Mompha,langiella
Mompha miscella,Momphidae,,Mompha,miscella
Mompha locupletella,Momphidae,,Mompha,locupletella
Mompha terminella,Momphidae,,Mompha,terminella
Mompha raschkiella,Momphidae,,Mompha,raschkiella
Blastobasis phycidella,Blastobasidae,,Blastobasis,phycidella
Blastobasis adustella,Blastobasidae,,Blastobasis,adustella
Blastobasis lacticolella,Blastobasidae,,Blastobasis,lacticolella
Blastobasis vittata,Blastobasidae,,Blastobasis,vittata
Blastobasis rebeli,Blastobasidae,,Blastobasis,rebeli
Hypatopa binotella,Blastobasidae,,Hypatopa,binotella
Pachyrhabda steropodes,Stathmopodidae,,Pachyrhabda,steropodes
Stathmopoda pedella,Stathmopodidae,,Stathmopoda,pedella
Stathmopoda diplaspis,Stathmopodidae,,Stathmopoda,diplaspis
Scythris fallacella,Scythrididae,,Scythris,fallacella
Scythris grandipennis,Scythrididae,,Scythris,grandipennis
Scythris fuscoaenea,Scythrididae,,Scythris,fuscoaenea
Scythris picaepennis,Scythrididae,,Scythris,picaepennis
Scythris crassiuscula,Scythrididae,,Scythris,crassiuscula
Scythris potentillella,Scythrididae,,Scythris,potentillella
Scythris sinensis,Scythrididae,,Scythris,sinensis
Scythris limbella,Scythrididae,,Scythris,limbella
Scythris inspersella,Scythrididae,,Scythris,inspersella
Scythris empetrella,Scythrididae,,Scythris,empetrella
Scythris siccella,Scythrididae,,Scythris,siccella
Scythris cicadella,Scythrididae,,Scythris,cicadella
Twenty-plume Moth,Alucitidae,,Alucita,hexadactyla
Alucita hexadactyla,Alucitidae,,Alucita,hexadactyla
Agdistis bennetii,Pterophoridae,Agdistinae,Agdistis,bennetii
Agdistis meridionalis,Pterophoridae,Agdistinae,Agdistis,meridionalis
Tamarisk Plume,Pterophoridae,Agdistinae,Agdistis,tamaricis
Agdistis tamaricis,Pterophoridae,Agdistinae,Agdistis,tamaricis
Platyptilia gonodactyla,Pterophoridae,Pterophorinae,Platyptilia,gonodactyla
Platyptilia calodactyla,Pterophoridae,Pterophorinae,Platyptilia,calodactyla
Platyptilia isodactylus,Pterophoridae,Pterophorinae,Platyptilia,isodactylus
Platyptilia tesseradactyla,Pterophoridae,Pterophorinae,Platyptilia,tesseradactyla
Gillmeria pallidactyla,Pterophoridae,Pterophorinae,Gillmeria,pallidactyla
Gillmeria ochrodactyla,Pterophoridae,Pterophorinae,Gillmeria,ochrodactyla
Amblyptilia acanthadactyla,Pterophoridae,Pterophorinae,Amblyptilia,acanthadactyla
Amblyptilia punctidactyla,Pterophoridae,Pterophorinae,Amblyptilia,punctidactyla
Stenoptilia pterodactyla,Pterophoridae,Pterophorinae,Stenoptilia,pterodactyla
Stenoptilia bipunctidactyla,Pterophoridae,Pterophorinae,Stenoptilia,bipunctidactyla
Stenoptilia annadactyla,Pterophoridae,Pterophorinae,Stenoptilia,annadactyla
Stenoptilia islandicus,Pterophoridae,Pterophorinae,Stenoptilia,islandicus
Stenoptilia millieridactyla,Pterophoridae,Pterophorinae,Stenoptilia,millieridactyla
Stenoptilia pneumonanthes,Pterophoridae,Pterophorinae,Stenoptilia,pneumonanthes
Stenoptilia zophodactylus,Pterophoridae,Pterophorinae,Stenoptilia,zophodactylus
Cnaemidophorus rhododactyla,Pterophoridae,Pterophorinae,Cnaemidophorus,rhododactyla
Marasmarcha lunaedactyla,Pterophoridae,Pterophorinae,Marasmarcha,lunaedactyla
Oxyptilus pilosellae,Pterophoridae,Pterophorinae,Oxyptilus,pilosellae
Oxyptilus parvidactyla,Pterophoridae,Pterophorinae,Oxyptilus,parvidactyla
Crombrugghia distans,Pterophoridae,Pterophorinae,Crombrugghia,distans
Crombrugghia laetus,Pterophoridae,Pterophorinae,Crombrugghia,laetus
Capperia britanniodactylus,Pterophoridae,Pterophorinae,Capperia,britanniodactylus
Buckleria paludum,Pterophoridae,Pterophorinae,Buckleria,paludum
White Plume Moth,Pterophoridae,Pterophorinae,Pterophorus,pentadactyla
Pterophorus pentadactyla,Pterophoridae,Pterophorinae,Pterophorus,pentadactyla
Porrittia galactodactyla,Pterophoridae,Pterophorinae,Porrittia,galactodactyla
Merrifieldia tridactyla,Pterophoridae,Pterophorinae,Merrifieldia,tridactyla
Merrifieldia leucodactyla,Pterophoridae,Pterophorinae,Merrifieldia,leucodactyla
Merrifieldia baliodactylus,Pterophoridae,Pterophorinae,Merrifieldia,baliodactylus
Wheeleria spilodactylus,Pterophoridae,Pterophorinae,Wheeleria,spilodactylus
Pselnophorus heterodactyla,Pterophoridae,Pterophorinae,Pselnophorus,heterodactyla
Oidaematophorus lithodactyla,Pterophoridae,Pterophorinae,Oidaematophorus,lithodactyla
Hellinsia tephradactyla,Pterophoridae,Pterophorinae,Hellinsia,tephradactyla
Hellinsia carphodactyla,Pterophoridae,Pterophorinae,Hellinsia,carphodactyla
Hellinsia lienigianus,Pterophoridae,Pterophorinae,Hellinsia,lienigianus
Hellinsia osteodactylus,Pterophoridae,Pterophorinae,Hellinsia,osteodactylus
Hellinsia chrysocomae,Pterophoridae,Pterophorinae,Hellinsia,chrysocomae
Adaina microdactyla,Pterophoridae,Pterophorinae,Adaina,microdactyla
Common Plume,Pterophoridae,Pterophorinae,Emmelina,monodactyla
Emmelina monodactyla,Pterophoridae,Pterophorinae,Emmelina,monodactyla
Emmelina argoteles,Pterophoridae,Pterophorinae,Emmelina,argoteles
Schreckensteinia festaliella,Schreckensteiniidae,,Schreckensteinia,festaliella
Phaulernis fulviguttella,Epermeniidae,Epermeniinae,Phaulernis,fulviguttella
Phaulernis dentella,Epermeniidae,Epermeniinae,Phaulernis,dentella
Epermenia insecurella,Epermeniidae,Epermeniinae,Epermenia,insecurella
Epermenia aequidentellus,Epermeniidae,Epermeniinae,Epermenia,aequidentellus
Epermenia chaerophyllella,Epermeniidae,Epermeniinae,Epermenia,chaerophyllella
Epermenia falciformis,Epermeniidae,Epermeniinae,Epermenia,falciformis
Epermenia farreni,Epermeniidae,Epermeniinae,Epermenia,farreni
Epermenia profugella,Epermeniidae,Epermeniinae,Epermenia,profugella
Anthophila fabriciana,Choreutidae,Choreutinae,Anthophila,fabriciana
Prochoreutis myllerana,Choreutidae,Choreutinae,Prochoreutis,myllerana
Prochoreutis sehestediana,Choreutidae,Choreutinae,Prochoreutis,sehestediana
Tebenna micalis,Choreutidae,Choreutinae,Tebenna,micalis
Choreutis diana,Choreutidae,Choreutinae,Choreutis,diana
Apple Leaf Skeletonizer,Choreutidae,Choreutinae,Choreutis,pariana
Choreutis pariana,Choreutidae,Choreutinae,Choreutis,pariana
Olindia schumacherana,Tortricidae,Chlidanotinae,Olindia,schumacherana
Isotrias rectifasciana,Tortricidae,Chlidanotinae,Isotrias,rectifasciana
Sparganothis pilleriana,Tortricidae,Tortricinae,Sparganothis,pilleriana
Red-barred Tortrix,Tortricidae,Tortricinae,Ditula,angustiorana
Ditula angustiorana,Tortricidae,Tortricinae,Ditula,angustiorana
Epagoge grotiana,Tortricidae,Tortricinae,Epagoge,grotiana
Paramesia gnomana,Tortricidae,Tortricinae,Paramesia,gnomana
Periclepsis cinctana,Tortricidae,Tortricinae,Periclepsis,cinctana
Philedone gerningana,Tortricidae,Tortricinae,Philedone,gerningana
Capua vulgana,Tortricidae,Tortricinae,Capua,vulgana
Philedonides lunana,Tortricidae,Tortricinae,Philedonides,lunana
Archips oporana,Tortricidae,Tortricinae,Archips,oporana
Archips betulana,Tortricidae,Tortricinae,Archips,betulana
Large Fruit-tree Tortrix,Tortricidae,Tortricinae,Archips,podana
Archips podana,Tortricidae,Tortricinae,Archips,podana
Brown Oak Tortrix,Tortricidae,Tortricinae,Archips,crataegana
Archips crataegana,Tortricidae,Tortricinae,Archips,crataegana
Variegated Golden Tortrix,Tortricidae,Tortricinae,Archips,xylosteana
Archips xylosteana,Tortricidae,Tortricinae,Archips,xylosteana
Rose Tortrix,Tortricidae,Tortricinae,Archips,rosana
Archips rosana,Tortricidae,Tortricinae,Archips,rosana
Archips argyrospila,Tortricidae,Tortricinae,Archips,argyrospila
Archips semiferanus,Tortricidae,Tortricinae,Archips,semiferanus
Choristoneura diversana,Tortricidae,Tortricinae,Choristoneura,diversana
Choristoneura hebenstreitella,Tortricidae,Tortricinae,Choristoneura,hebenstreitella
Choristoneura lafauryana,Tortricidae,Tortricinae,Choristoneura,lafauryana
Argyrotaenia ljungiana,Tortricidae,Tortricinae,Argyrotaenia,ljungiana
Camellia Tortrix,Tortricidae,Tortricinae,Homona,coffearia
Homona coffearia,Tortricidae,Tortricinae,Homona,coffearia
Ptycholomoides aeriferana,Tortricidae,Tortricinae,Ptycholomoides,aeriferana
Ptycholoma lecheana,Tortricidae,Tortricinae,Ptycholoma,lecheana
Pandemis cinnamomeana,Tortricidae,Tortricinae,Pandemis,cinnamomeana
Chequered Fruit-tree Tortrix,Tortricidae,Tortricinae,Pandemis,corylana
Pandemis corylana,Tortricidae,Tortricinae,Pandemis,corylana
Barred Fruit-tree Tortrix,Tortricidae,Tortricinae,Pandemis,cerasana
Pandemis cerasana,Tortricidae,Tortricinae,Pandemis,cerasana
Dark Fruit-tree Tortrix,Tortricidae,Tortricinae,Pandemis,heparana
Pandemis heparana,Tortricidae,Tortricinae,Pandemis,heparana
Pandemis dumetana,Tortricidae,Tortricinae,Pandemis,dumetana
Syndemis musculana,Tortricidae,Tortricinae,Syndemis,musculana
Lozotaenia forsterana,Tortricidae,Tortricinae,Lozotaenia,forsterana
Carnation Tortrix,Tortricidae,Tortricinae,Cacoecimorpha,pronubana
Cacoecimorpha pronubana,Tortricidae,Tortricinae,Cacoecimorpha,pronubana
Timothy Tortrix,Tortricidae,Tortricinae,Aphelia,paleana
Aphelia paleana,Tortricidae,Tortricinae,Aphelia,paleana
Aphelia unitana,Tortricidae,Tortricinae,Aphelia,unitana
Bilberry Tortrix,Tortricidae,Tortricinae,Aphelia,viburnana
Aphelia viburnana,Tortricidae,Tortricinae,Aphelia,viburnana
Clepsis senecionana,Tortricidae,Tortricinae,Clepsis,senecionana
Clepsis rurinana,Tortricidae,Tortricinae,Clepsis,rurinana
Cyclamen Tortrix,Tortricidae,Tortricinae,Clepsis,spectrana
Clepsis spectrana,Tortricidae,Tortricinae,Clepsis,spectrana
Clepsis coriacana,Tortricidae,Tortricinae,Clepsis,coriacana
Clepsis consimilana,Tortricidae,Tortricinae,Clepsis,consimilana
African Carnation Tortrix,Tortricidae,Tortricinae,Epichoristodes,acerbella
Epichoristodes acerbella,Tortricidae,Tortricinae,Epichoristodes,acerbella
Light Brown Apple Moth,Tortricidae,Tortricinae,Epiphyas,postvittana
Epiphyas postvittana,Tortricidae,Tortricinae,Epiphyas,postvittana
Lozotaeniodes formosana,Tortricidae,Tortricinae,Lozotaeniodes,formosana
Summer Fruit Tortrix,Tortricidae,Tortricinae,Adoxophyes,orana
Adoxophyes orana,Tortricidae,Tortricinae,Adoxophyes,orana
Adoxophyes privatana,Tortricidae,Tortricinae,Adoxophyes,privatana
Platynota rostrana,Tortricidae,Tortricinae,Platynota,rostrana
Neosphaleroptera nubilana,Tortricidae,Tortricinae,Neosphaleroptera,nubilana
Exapate congelatella,Tortricidae,Tortricinae,Exapate,congelatella
Tortricodes alternella,Tortricidae,Tortricinae,Tortricodes,alternella
Eana osseana,Tortricidae,Tortricinae,Eana,osseana
Eana argentana,Tortricidae,Tortricinae,Eana,argentana
Eana incanana,Tortricidae,Tortricinae,Eana,incanana
Eana penziana,Tortricidae,Tortricinae,Eana,penziana
Light Grey Tortrix,Tortricidae,Tortricinae,Cnephasia,incertana
Cnephasia incertana,Tortricidae,Tortricinae,Cnephasia,incertana
Grey Tortrix,Tortricidae,Tortricinae,Cnephasia,stephensiana
Cnephasia stephensiana,Tortricidae,Tortricinae,Cnephasia,stephensiana
Flax Tortrix,Tortricidae,Tortricinae,Cnephasia,asseclana
Cnephasia asseclana,Tortricidae,Tortricinae,Cnephasia,asseclana
Cnephasia pasiuana,Tortricidae,Tortricinae,Cnephasia,pasiuana
Cnephasia genitalana,Tortricidae,Tortricinae,Cnephasia,genitalana
Cnephasia communana,Tortricidae,Tortricinae,Cnephasia,communana
Cnephasia conspersana,Tortricidae,Tortricinae,Cnephasia,conspersana
Cnephasia longana,Tortricidae,Tortricinae,Cnephasia,longana
Cnephasia gueneana,Tortricidae,Tortricinae,Cnephasia,gueneana
Spatalistis bifasciana,Tortricidae,Tortricinae,Spatalistis,bifasciana
Green Oak Tortrix,Tortricidae,Tortricinae,Tortrix,viridana
Tortrix viridana,Tortricidae,Tortricinae,Tortrix,viridana
Aleimma loeflingiana,Tortricidae,Tortricinae,Aleimma,loeflingiana
Acleris holmiana,Tortricidae,Tortricinae,Acleris,holmiana
Acleris forsskaleana,Tortricidae,Tortricinae,Acleris,forsskaleana
Acleris bergmanniana,Tortricidae,Tortricinae,Acleris,bergmanniana
Acleris caledoniana,Tortricidae,Tortricinae,Acleris,caledoniana
Strawberry Tortrix,Tortricidae,Tortricinae,Acleris,comariana
Acleris comariana,Tortricidae,Tortricinae,Acleris,comariana
Acleris laterana,Tortricidae,Tortricinae,Acleris,laterana
Acleris abietana,Tortricidae,Tortricinae,Acleris,abietana
Acleris maccana,Tortricidae,Tortricinae,Acleris,maccana
Acleris sparsana,Tortricidae,Tortricinae,Acleris,sparsana
Rhomboid Tortrix,Tortricidae,Tortricinae,Acleris,rhombana
Acleris rhombana,Tortricidae,Tortricinae,Acleris,rhombana
Acleris emargana,Tortricidae,Tortricinae,Acleris,emargana
Acleris effractana,Tortricidae,Tortricinae,Acleris,effractana
Acleris schalleriana,Tortricidae,Tortricinae,Acleris,schalleriana
Acleris lorquiniana,Tortricidae,Tortricinae,Acleris,lorquiniana
Acleris umbrana,Tortricidae,Tortricinae,Acleris,umbrana
Acleris cristana,Tortricidae,Tortricinae,Acleris,cristana
Garden Rose Tortrix,Tortricidae,Tortricinae,Acleris,variegana
Acleris variegana,Tortricidae,Tortricinae,Acleris,variegana
Acleris aspersana,Tortricidae,Tortricinae,Acleris,aspersana
Acleris shepherdana,Tortricidae,Tortricinae,Acleris,shepherdana
Acleris hastiana,Tortricidae,Tortricinae,Acleris,hastiana
Acleris permutana,Tortricidae,Tortricinae,Acleris,permutana
Acleris hyemana,Tortricidae,Tortricinae,Acleris,hyemana
Acleris ferrugana,Tortricidae,Tortricinae,Acleris,ferrugana
Acleris notana,Tortricidae,Tortricinae,Acleris,notana
Acleris kochiella,Tortricidae,Tortricinae,Acleris,kochiella
Acleris logiana,Tortricidae,Tortricinae,Acleris,logiana
Acleris literana,Tortricidae,Tortricinae,Acleris,literana
Acleris lipsiana,Tortricidae,Tortricinae,Acleris,lipsiana
Acleris rufana,Tortricidae,Tortricinae,Acleris,rufana
Eulia ministrana,Tortricidae,Tortricinae,Eulia,ministrana
Pseudargyrotoza conwagana,Tortricidae,Tortricinae,Pseudargyrotoza,conwagana
Phtheochroa inopiana,Tortricidae,Tortricinae,Phtheochroa,inopiana
Phtheochroa schreibersiana,Tortricidae,Tortricinae,Phtheochroa,schreibersiana
Phtheochroa sodaliana,Tortricidae,Tortricinae,Phtheochroa,sodaliana
Phtheochroa rugosana,Tortricidae,Tortricinae,Phtheochroa,rugosana
Hysterophora maculosana,Tortricidae,Tortricinae,Hysterophora,maculosana
Cochylimorpha straminea,Tortricidae,Tortricinae,Cochylimorpha,straminea
Cochylimorpha alternana,Tortricidae,Tortricinae,Cochylimorpha,alternana
Phalonidia gilvicomana,Tortricidae,Tortricinae,Phalonidia,gilvicomana
Phalonidia curvistrigana,Tortricidae,Tortricinae,Phalonidia,curvistrigana
Phalonidia manniana,Tortricidae,Tortricinae,Phalonidia,manniana
Phalonidia affinitana,Tortricidae,Tortricinae,Phalonidia,affinitana
Gynnidomorpha luridana,Tortricidae,Tortricinae,Gynnidomorpha,luridana
Gynnidomorpha vectisana,Tortricidae,Tortricinae,Gynnidomorpha,vectisana
Gynnidomorpha minimana,Tortricidae,Tortricinae,Gynnidomorpha,minimana
Gynnidomorpha permixtana,Tortricidae,Tortricinae,Gynnidomorpha,permixtana
Gynnidomorpha alismana,Tortricidae,Tortricinae,Gynnidomorpha,alismana
Agapeta hamana,Tortricidae,Tortricinae,Agapeta,hamana
Agapeta zoegana,Tortricidae,Tortricinae,Agapeta,zoegana
Eupoecilia angustana,Tortricidae,Tortricinae,Eupoecilia,angustana
Vine Moth,Tortricidae,Tortricinae,Eupoecilia,ambiguella
Eupoecilia ambiguella,Tortricidae,Tortricinae,Eupoecilia,ambiguella
Commophila aeneana,Tortricidae,Tortricinae,Commophila,aeneana
Aethes hartmanniana,Tortricidae,Tortricinae,Aethes,hartmanniana
Aethes piercei,Tortricidae,Tortricinae,Aethes,piercei
Aethes williana,Tortricidae,Tortricinae,Aethes,williana
Aethes margarotana,Tortricidae,Tortricinae,Aethes,margarotana
Aethes margaritana,Tortricidae,Tortricinae,Aethes,margaritana
Aethes rutilana,Tortricidae,Tortricinae,Aethes,rutilana
Aethes smeathmanniana,Tortricidae,Tortricinae,Aethes,smeathmanniana
Aethes tesserana,Tortricidae,Tortricinae,Aethes,tesserana
Aethes dilucidana,Tortricidae,Tortricinae,Aethes,dilucidana
Aethes beatricella,Tortricidae,Tortricinae,Aethes,beatricella
Aethes francillana,Tortricidae,Tortricinae,Aethes,francillana
Aethes cnicana,Tortricidae,Tortricinae,Aethes,cnicana
Aethes rubigana,Tortricidae,Tortricinae,Aethes,rubigana
Cochylidia rupicola,Tortricidae,Tortricinae,Cochylidia,rupicola
Cochylidia subroseana,Tortricidae,Tortricinae,Cochylidia,subroseana
Cochylidia heydeniana,Tortricidae,Tortricinae,Cochylidia,heydeniana
Cochylidia implicitana,Tortricidae,Tortricinae,Cochylidia,implicitana
Cochylis nana,Tortricidae,Tortricinae,Cochylis,nana
Cochylis roseana,Tortricidae,Tortricinae,Cochylis,roseana
Cochylis flaviciliana,Tortricidae,Tortricinae,Cochylis,flaviciliana
Cochylis hybridella,Tortricidae,Tortricinae,Cochylis,hybridella
Cochylis dubitana,Tortricidae,Tortricinae,Cochylis,dubitana
Cochylis molliculana,Tortricidae,Tortricinae,Cochylis,molliculana
Cochylis atricapitana,Tortricidae,Tortricinae,Cochylis,atricapitana
Cochylis pallidana,Tortricidae,Tortricinae,Cochylis,pallidana
Falseuncaria degreyana,Tortricidae,Tortricinae,Falseuncaria,degreyana
Falseuncaria ruficiliana,Tortricidae,Tortricinae,Falseuncaria,ruficiliana
Eudemis porphyrana,Tortricidae,Olethreutinae,Eudemis,porphyrana
Eudemis profundana,Tortricidae,Olethreutinae,Eudemis,profundana
Pseudosciaphila branderiana,Tortricidae,Olethreutinae,Pseudosciaphila,branderiana
Apotomis semifasciana,Tortricidae,Olethreutinae,Apotomis,semifasciana
Apotomis infida,Tortricidae,Olethreutinae,Apotomis,infida
Apotomis lineana,Tortricidae,Olethreutinae,Apotomis,lineana
Apotomis turbidana,Tortricidae,Olethreutinae,Apotomis,turbidana
Apotomis betuletana,Tortricidae,Olethreutinae,Apotomis,betuletana
Apotomis capreana,Tortricidae,Olethreutinae,Apotomis,capreana
Apotomis sororculana,Tortricidae,Olethreutinae,Apotomis,sororculana
Apotomis sauciana,Tortricidae,Olethreutinae,Apotomis,sauciana
Orthotaenia undulana,Tortricidae,Olethreutinae,Orthotaenia,undulana
Hedya salicella,Tortricidae,Olethreutinae,Hedya,salicella
Marbled Orchard Tortrix,Tortricidae,Olethreutinae,Hedya,nubiferana
Hedya nubiferana,Tortricidae,Olethreutinae,Hedya,nubiferana
Plum Tortrix,Tortricidae,Olethreutinae,Hedya,pruniana
Hedya pruniana,Tortricidae,Olethreutinae,Hedya,pruniana
Hedya ochroleucana,Tortricidae,Olethreutinae,Hedya,ochroleucana
Hedya atropunctana,Tortricidae,Olethreutinae,Hedya,atropunctana
Celypha rufana,Tortricidae,Olethreutinae,Celypha,rufana
Celypha striana,Tortricidae,Olethreutinae,Celypha,striana
Celypha rosaceana,Tortricidae,Olethreutinae,Celypha,rosaceana
Celypha rurestrana,Tortricidae,Olethreutinae,Celypha,rurestrana
Celypha cespitana,Tortricidae,Olethreutinae,Celypha,cespitana
Celypha woodiana,Tortricidae,Olethreutinae,Celypha,woodiana
Celypha lacunana,Tortricidae,Olethreutinae,Celypha,lacunana
Celypha rivulana,Tortricidae,Olethreutinae,Celypha,rivulana
Celypha doubledayana,Tortricidae,Olethreutinae,Celypha,doubledayana
Celypha aurofasciana,Tortricidae,Olethreutinae,Celypha,aurofasciana
Phiaris obsoletana,Tortricidae,Olethreutinae,Phiaris,obsoletana
Phiaris metallicana,Tortricidae,Olethreutinae,Phiaris,metallicana
